label,sentence1,sentence2 
main-news,South Africa mine clash kills at least 30,South Africa train crash kills 26
main-news,Syrian forces bombard Homs Russia warns of civil war,Syrian forces bombard Homs
main-news,Egypt presidential election results delayed,Egyptian election result delayed
main-news,Deadline passes with no new Iran sanctions,EU Moves Closer to New Iran Sanctions
main-news,Arrested Russian killer denies ties to Pussy Riot,Dozens arrested in Russian TV tower protest
main-news,Norway memorial honours 77 massacre victims,Norway marks anniversary of massacre
main-news,US Afghanistan general linked to Petraeus scandal,Senior US general linked to Petraeus scandal
main-news,Chinese stocks fall after RRR cut - May 14,Chinese stocks gain at midday Monday
main-news,"NKorea makes ""significant"" nuclear reactor progress - IAEA",N. Korea vows to expand nuclear deterrent
main-news,Maldives president quits after police mutiny protests,Maldives president quits after weeks of protest
main-news,NATO strike 'kills civilians' in Afghanistan,Two NATO soldiers killed in Afghanistan
main-news,Al-Qaida says it captures 70 Yemeni soldiers in Abyan's battle,Al Qaeda clashes
main-news,Navy jet crashes into US apartments pilots eject,U.S. Navy Jet Crashes Into Virginia Apartment Buildings
main-news,China stocks open higher Wednesday,US stocks open higher despite GDP miss
main-news,IDF to deploy Iron Dome in Central Israel,Major snowstorm barrels down on Central Plains
main-news,4 Killed in US Drone Strike in Pakistan,U.S. Drone Strike Kills 3 in Pakistan
main-news,US teen held in Chicago 'jihad' car bomb plot,Chicago teen arrested in Chicago car bomb plot
main-news,PC David Rathband: twin brother's fears for his 'bestest mate',David Miliband: my brother and a return to old Labour
main-news,Syrian forces move to retake Aleppo,Syrian Regime Bids To Retake City Of Aleppo
main-news,20-member parliamentary trade team leaves for India,Commerce secretary to take leave of absence
main-news,Wall Street Opens Lower,Wall Street Ends Mixed
main-news,Europe shares bounce as more China stimulus seen,Oil prices rise on hopes for stimulus
main-news,Stock index futures point to lower start,Stock index futures signal early losses
main-news,Man charged after MP hurt in attack,Man charged with murder in flat
main-news,Nokia apologises for 'faked' ad,US waives riders for Pak aid
main-news,US drone strike kills 5 militants in Pakistan,Drone strike kills four suspected militants in Pakistan
main-news,Syria rebels leave besieged Homs,Syrian rebels retreat from besieged Homs district
main-news,U.S. orders non-essential staff to leave Sudan Tunisia,US orders non-essential staff to leave Tunisia
main-news,Egypt's Mubarak critical,Egypt's Mubarak in critical condition
main-news,Assad says mercenaries are behind Syria unrest,Assad Accuses US of Fueling Syrian Uprising
main-news,Japan PM dissolves lower house for election,Iran and world powers set for nuclear talks
main-news,Two killed in new Israeli strike on Gaza: medics,5 die in strikes on Gaza
main-news,Navy jet crashes into Virginia buildings injuring six,Navy jet crashes into Virginia apartments
main-news,One NATO soldier killed in S. Afghanistan,British soldier killed in southern Afghanistan
main-news,Spain jobless rate hits new high,Spain's jobless claims hit new high
main-news,Turkey scrambles jets near border,Turkey scrambles jets to Syrian border
main-news,Two die in Syria violence after UN monitors land,Two year doping ban for Contador
main-news,Taiwan rattled by strong earthquake,China rocked by twin earthquakes
main-news,Bank of England's Paul Tucker tainted by Libor mess,Bank of England deputy denies ordering rate-rigging
main-news,Red Cross says negotiating halt to fighting in Syria to take aid,Red Cross negotiating Syria ceasefire to bring aid
main-news,Syrian forces shoot civilians on bus,Syrian forces
main-news,German parliament overwhelmingly backs Greek rescue deal,German parliament endorses Greek bailout
main-news,Bombings clashes continue in Syria,Bombings
main-news,Burma's reforms bring easing of U.S. sanctions,Burma activists say go slow on easing sanctions
main-news,Usain Bolt wins 200m – Steven Howard reaction,Facebook mobile gains drive revenue growth: reaction
main-news,Dozens dead in Taliban resort attack,'India police name 3 Iranians in embassy attack'
main-news,Heavy fighting rocks eastern Syria ahead of poll,Heavy fighting rocks eastern Syria - residents
main-news,China yuan weakens to 6.3282 against USD Monday,China yuan retreats to 6.2697 against USD Thursday
main-news,7 dead in Christian school shooting,5 wounded in Ohio school shooting
main-news,Indonesia anti-terror squad kills two suspected militants,Indonesia police shoot dead suspected militants in Bali
main-news,US Election: Mitt Romney concedes defeat as Barack Obama wins second term,Romney concedes election to Obama in phone call
main-news,Armenians vote in parliamentary elections,Armenia's parliamentary vote a test for president
main-news,Sachin Tendulkar is sworn in as Indian senator,MP Sachin Tendulkar says no to govt bungalow
main-news,Navy Jet Crashes Into Apartment Building,U.S. Navy Jet Crashes Into Virginia Apartment Buildings
main-news,Romney wins big in Puerto Rico primary,Romney wins Illinois primary
main-news,Yahoo! to name Google's Mayer as CEO: report,Yahoo names Google exec Mayer as CEO
main-news,US soldier accused of Afghan massacre hires prominent criminal lawyer,US soldier accused of killing Afghan civilians identified
main-news,6.0-magnitude quake hits northern Italy: USGS,5.9-magnitude quake hits Sunda Strait
main-news,US gov't officially designates Haqqani network as terrorists,US designates Haqqani network as terrorists
main-news,Motor Racing: Button fastest in year's first F1 practice,Button boasts best time after first practice
main-news,Rangers voted into Division Three,Rangers voted into third division
main-news,Newark mayor saves neighbor from fire,Newark mayor rescues neighbor from burning house
main-news,F1 protests in Bahrain,A day of rage in Bahrain
main-news,New York Stock Exchange to reopen Wednesday,DealBook: Stock Exchanges Prepare to Open
main-news,Homs mortar fire kills 105,Homs offensive kills 200
main-news,Hundreds honor student killed in Ohio shooting,Funeral set for Ohio shooting victim
main-news,Bombs in southern Thailand kill 5 wound 50,Bombs in Thailand kill 14
main-news,US lawmakers take next step on new Iran sanctions,Somalia lawmakers to vote for new president
main-news,Barack Obama admits US has 'more nuclear weapons than we need',French gunman wants to 'die with weapons in hands'
main-news,2 rockets hit in the Eshkol region; no injuries,10 rockets in 20 minutes in Eshkol Regional Council
main-news,'Betrayed' disabled workers protest against Remploy closures,May Day marked by protests against austerity cuts
main-news,DR Congo rebels kill park rangers,Rebels kill two park rangers in eastern Congo
main-news,Nine Pakistani troops killed in militant ambush,Trade: Pakistan
main-news,74 dead in Egypt soccer violence,At least 73 die in Egyptian soccer pitch invasion
main-news,Unrest in tense Nigeria leaves at least 95 dead,Southwest China quakes kill at least 50
main-news,Hurricane Sandy makes landfall in southeastern Jamaica: NHC,Hurricane Sandy reaches Jamaica
main-news,Remarks With Prime Minister Elkeib After Their Meeting,Remarks With Foreign Minister Koichiro Gemba
main-news,Barrick in talks with China firm over African assets,Obama aide holds talks in China after Syria veto
main-news,Mall attackers used 'less is more' strategy,In Kenya
main-news,Weak earnings drag stocks lower,Weak earnings drag stocks lower on Wall Street
main-news,6.8 quake strikes off Solomon Islands,Magnitude 6.3 quake strikes off Solomon Islands: USGS
main-news,Liquid ammonia leak kills 15 in Shanghai,Liquid ammonia leak kills at least 15 in Shanghai
main-news,Friends of Syria recognizes opposition coalition as legitimate representative of Syrian people,U.S.
main-news,Weiner stays in NYC mayor's race amid new sexting scandal,Weiner shrugs off latest online sex scandal
main-news,Death toll rises in Russia plane crash,Death toll rises to 39 in Italy coach crash
main-news,Indian media: Commonwealth summit,Indian PM snubs Commonwealth summit
main-news,Syria military police chief defects to opposition,Syria military police chief defects to rebels
main-news,Boeing 787 Dreamliner catches fire; stock takes a beating,Boeing stock tumbles after fire on 787 Dreamliner
main-news,Yvette Cooper backs gay marriage bill,White House backs gay marriage
main-news,Five killed in Belgian coach crash,Teenagers among 5 dead in Belgian bus crash
main-news,Gunmen abduct seven foreign workers in Nigeria,Seven foreign workers kidnapped in Nigeria
main-news,Swiss tourist 'gang-raped' in India,Swiss tourist gang raped in India
main-news,Palestinians clash with Israeli forces in West Bank Jerusalem,Palestinians clash with security forces in W. Bank
main-news,Israel planes strike inside Syria,Israel launches airstrike into Syria
main-news,Iranians Vote in Presidential Election,Keita Wins Mali Presidential Election
main-news,100 killed in new Darfur tribal clashes,'9 Dead' in New Darfur Tribal Clash
main-news,Protest against US drone strikes in Pak postponed,6 killed in U.S. drone strike in NW Pakistan
main-news,12 killed in bus accident in Pakistan,10 killed in road accident in NW Pakistan
main-news,Carney sets high bar to change at BoE,Carney sets high bar to changes at Bank of England
main-news,8 arrested after deadly Bangladesh building collapse,Four arrested as Bangladesh building toll rises to 352
main-news,Suicide bomber kills 3 at US base in Afghanistan,Suicide bombers attack US base in Afghanistan
main-news,Afghans flock to colleges even as Taliban loom,Afghan District Governor Defects To Taliban
main-news,North Korea Postpones Family Reunions with South,North Korea 'postpones' family unions with South Korea
main-news,Apple revenue misses again iPhone disappoints,U.S. trade agency rules for Samsung
main-news,Gunmen kill 10 foreign tourists in northern Pakistan,Gunmen kill 11 foreign climbers in Pakistan
